"COD_UBIC_C,N,11,0","DESC_LINEA,C,50","COD_VARIAN,N,11,0","ORDINAL,N,6,0","DESC_UBIC_,C,100","COD_CALLE1,N,11,0","COD_CALLE2,N,11,0","X,N,32,10","Y,N,32,10"
1,402,4585,8,MALVIN,7569,240,581831.105001809,6138254.30173668
1,2,7589,2,MALVIN,7569,240,581831.105001809,6138254.30173668
1,2,7590,9,MALVIN,7569,240,581831.105001809,6138254.30173668
1,2,7591,2,MALVIN,7569,240,581831.105001809,6138254.30173668
1,2,7592,10,MALVIN,7569,240,581831.105001809,6138254.30173668
1,2,7593,2,MALVIN,7569,240,581831.105001809,6138254.30173668
1,402,8100,10,MALVIN,7569,240,581831.105001809,6138254.30173668
1,G,8802,11,MALVIN,7569,240,581831.105001809,6138254.30173668
1,G,8803,2,MALVIN,7569,240,581831.105001809,6138254.30173668
2,402,8,1,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,113,595,11,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,113,602,1,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,111,4581,1,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,402,4584,1,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,111,4588,1,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,111,4589,15,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,113,7705,1,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,113,7706,10,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,113,7902,1,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,113,7903,5,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,111,8079,9,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,111,8394,1,MALVIN,7569,4983,581828.915095362,6138153.85366467
2,111,8395,13,MALVIN,7569,4983,581828.915095362,6138153.85366467
4,21,1802,4,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,21,4419,4,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,21,4421,4,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,21,4423,6,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,21,4425,6,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,21,4427,4,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,187,4473,5,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,187,4476,3,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,140,4797,5,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,140,4798,3,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,187,4829,3,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,187,4831,5,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,188,4833,3,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,188,4835,5,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,140,7886,5,OBELISCO,7572,597,576309.823965329,6138010.08925948
4,140,8050,3,OBELISCO,7572,597,576309.823965329,6138010.08925948
5,100,237,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,105,372,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,109,461,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,110,498,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,112,591,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,113,595,3,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,105,1801,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,109,2086,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,PA,3147,5,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,102,3667,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,102,3669,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,102,4054,3,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,103,4065,3,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,105,4071,3,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,106,4074,3,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,112,4083,3,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,109,4209,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,109,4231,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,111,4589,3,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,112,4789,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,109,4923,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,113,7706,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,103,8206,3,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,103,8208,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,111,8395,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
5,110,8674,2,18 JULIOConvenci??n,7572,3852,573359.493,6137053.029
6,522,183,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,100,237,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,100,242,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,340,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,343,9,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,104,366,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,104,370,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,105,372,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,105,395,10,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,109,461,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,109,469,11,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,110,498,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,110,522,10,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,112,591,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,112,593,9,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,113,595,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,113,602,7,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,116,630,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,117,634,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,117,635,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,141,833,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,144,883,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,60,1476,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,60,1483,6,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,180,1766,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,180,1767,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,105,1786,10,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,105,1801,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,21,1802,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,109,2086,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,109,2214,11,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,116,2312,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,2390,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,2391,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,60,2392,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,60,2393,6,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,522,2425,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,D8,2643,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,117,2778,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,117,2779,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,2921,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,2922,9,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,180,2993,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,180,2994,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,104,3060,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,104,3061,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,PA,3147,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,144,3225,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,102,3666,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,102,3667,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,102,3668,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,102,3669,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,142,3700,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,142,3701,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,522,3722,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,117,3734,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,180,3758,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,180,3759,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,D8,3920,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,D11,3923,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,D11,3924,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,D8,3931,7,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,141,4029,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,102,4053,6,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,102,4054,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,4065,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,4066,10,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,104,4067,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,104,4068,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,104,4069,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,104,4070,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,105,4071,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,105,4072,10,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,106,4073,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,106,4074,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,112,4081,10,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,112,4083,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,109,4208,10,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,109,4209,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,109,4230,10,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,109,4231,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,149,4272,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,62,4299,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,62,4300,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,62,4301,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,62,4302,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,62,4303,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,62,4304,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,149,4308,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,149,4342,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,21,4418,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,21,4419,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,21,4420,6,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,21,4421,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,21,4422,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,21,4423,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,21,4424,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,21,4425,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,21,4426,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,21,4427,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,187,4473,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,187,4474,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,187,4476,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,187,4477,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,64,4530,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,64,4531,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,D10,4542,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,D10,4543,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,D9,4545,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,D9,4546,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,111,4588,10,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,111,4589,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,112,4789,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,4820,9,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,4821,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,187,4828,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,187,4829,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,187,4830,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,187,4831,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,188,4832,7,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,188,4833,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,188,4834,7,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,188,4835,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,109,4922,11,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,109,4923,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,141,7685,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,113,7705,7,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,113,7706,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,D8,7736,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,121,7884,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,121,8076,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,8128,10,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,8205,7,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,8206,5,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,8207,6,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,8208,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,M-A,8211,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,M-A,8213,6,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,DE1,8313,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,CE1,8315,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,CE1,8316,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,DE1,8317,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,DE1,8320,8,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,DE1,8321,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,CE1,8325,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,CE1,8326,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,111,8394,9,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,111,8395,3,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,427,8495,7,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,427,8532,7,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,110,8673,7,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,110,8674,4,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
6,103,8862,2,INTENDENCIA,7572,2481,574283.84563316,6137125.72467151
7,G,69,3,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,100,237,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,100,242,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,104,370,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,105,372,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,105,395,9,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,109,461,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,109,469,10,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,110,498,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,110,522,9,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,112,591,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,113,595,6,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,113,602,6,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,199,1448,3,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,105,1786,9,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,105,1801,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,109,2086,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,109,2214,10,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,103,2391,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,103,2921,6,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,103,2922,8,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,104,3061,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,102,3666,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,102,3667,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,102,3668,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,102,3669,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,128,3724,3,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,G,3733,2,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,103,4065,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,103,4066,9,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,104,4068,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,104,4070,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,105,4072,9,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,106,4073,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,112,4081,9,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,112,4083,6,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,109,4208,9,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,109,4209,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,109,4230,9,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,109,4231,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,128,4260,3,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,128,4262,3,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,128,4265,3,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,330,4480,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,64,4530,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,64,4531,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,111,4588,9,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,111,4589,6,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,330,4671,7,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,112,4789,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,103,4820,8,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,109,4922,10,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,109,4923,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,113,7705,6,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,113,7706,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,103,8128,9,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,103,8205,6,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,103,8206,6,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,103,8207,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,103,8208,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,110,8673,6,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,110,8674,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
7,G,8803,5,18 DE JULIO  F Crespo,7572,2241,575373.984993086,6137568.0151906
8,409,58,8,PLAZA TREINTA Y TRES,7572,4104,574960.040356566,6137375.84776408
8,137,819,7,PLAZA TREINTA Y TRES,7572,4104,574960.040356566,6137375.84776408
8,409,3125,8,PLAZA TREINTA Y TRES,7572,4104,574960.040356566,6137375.84776408
8,17,3783,5,PLAZA TREINTA Y TRES,7572,4104,574960.040356566,6137375.84776408
8,137,3978,7,PLAZA TREINTA Y TRES,7572,4104,574960.040356566,6137375.84776408
8,137,4026,8,PLAZA TREINTA Y TRES,7572,4104,574960.040356566,6137375.84776408
8,103,4065,6,PLAZA TREINTA Y TRES,7572,4104,574960.040356566,6137375.84776408
8,409,4241,7,PLAZA TREINTA Y TRES,7572,4104,574960.040356566,6137375.84776408
8,137,8493,8,PLAZA TREINTA Y TRES,7572,4104,574960.040356566,6137375.84776408
9,409,55,2,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
9,137,815,2,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
9,409,3124,2,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
9,137,3266,2,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
9,17,3784,3,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
9,17,3786,3,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
9,17,3839,2,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
9,137,3979,3,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
9,137,3992,3,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
9,137,4027,3,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
9,409,4242,2,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
9,137,8494,2,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
9,582,8604,3,PLAZA TREINTA Y TRES,7572,4467,574867.818675343,6137335.42378155
10,407,49,2,MALDONADO/A Lanza,3742,4140,574217.206052813,6136698.7487703
11,104,366,2,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,21,1802,2,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,104,3060,2,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,104,4067,3,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,104,4069,3,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,21,4418,6,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,21,4419,2,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,21,4420,7,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,21,4421,2,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,21,4422,6,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,21,4423,4,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,21,4424,6,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,21,4425,4,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,21,4426,6,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,21,4427,2,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,64,4531,2,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
11,D10,4542,4,18 DE JULIO/R Branco,7572,6003,573463.867296069,6137061.20898438
12,PB,3148,2,PLAZA DEL ENTREVERO,7572,6012,573669.070874439,6137075.83589591
12,427,8495,6,PLAZA DEL ENTREVERO,7572,6012,573669.070874439,6137075.83589591
12,427,8532,6,PLAZA DEL ENTREVERO,7572,6012,573669.070874439,6137075.83589591
12,582,8603,5,PLAZA DEL ENTREVERO,7572,6012,573669.070874439,6137075.83589591
14,522,183,2,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,522,184,6,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,116,628,3,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,116,630,5,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,116,2311,3,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,116,2312,3,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,522,2425,2,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,522,2426,5,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,17,3783,6,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,17,3784,2,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,17,3786,2,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,116,4974,3,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,582,8603,7,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
14,582,8604,2,PARQUE RODO,7611,5862,576217.569023263,6136480.58305412
15,121,7884,7,21 SETIEMBRE RAMBLA GANDHI,7611,2922,577703.594658482,6135444.2126255
15,121,8076,5,21 SETIEMBRE RAMBLA GANDHI,7611,2922,577703.594658482,6135444.2126255
16,116,628,5,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
