"COD_UBIC_C,N,11,0","DESC_LINEA,C,50","COD_VARIAN,N,11,0","ORDINAL,N,6,0","DESC_UBIC_,C,100","COD_CALLE1,N,11,0","COD_CALLE2,N,11,0","X,N,32,10","Y,N,32,10"
342,103,4820,10,PLAZA CAGANCHA,7572,5739,573820.160759158,6137090.08762046
342,109,4922,12,PLAZA CAGANCHA,7572,5739,573820.160759158,6137090.08762046
342,109,4923,3,PLAZA CAGANCHA,7572,5739,573820.160759158,6137090.08762046
342,113,7705,8,PLAZA CAGANCHA,7572,5739,573820.160759158,6137090.08762046
342,113,7706,3,PLAZA CAGANCHA,7572,5739,573820.160759158,6137090.08762046
342,103,8128,11,PLAZA CAGANCHA,7572,5739,573820.160759158,6137090.08762046
342,103,8205,8,PLAZA CAGANCHA,7572,5739,573820.160759158,6137090.08762046
342,103,8206,4,PLAZA CAGANCHA,7572,5739,573820.160759158,6137090.08762046
342,103,8207,7,PLAZA CAGANCHA,7572,5739,573820.160759158,6137090.08762046
342,103,8208,3,PLAZA CAGANCHA,7572,5739,573820.160759158,6137090.08762046
342,110,8673,8,PLAZA CAGANCHA,7572,5739,573820.160759158,6137090.08762046
342,110,8674,3,PLAZA CAGANCHA,7572,5739,573820.160759158,6137090.08762046
343,149,4271,3,MILLAN/Instrucciones,4461,3507,572928.383190993,6143743.45591461
343,149,4272,7,MILLAN/Instrucciones,4461,3507,572928.383190993,6143743.45591461
343,149,4307,6,MILLAN/Instrucciones,4461,3507,572928.383190993,6143743.45591461
343,149,4308,7,MILLAN/Instrucciones,4461,3507,572928.383190993,6143743.45591461
343,149,4341,5,MILLAN/Instrucciones,4461,3507,572928.383190993,6143743.45591461
343,149,4342,7,MILLAN/Instrucciones,4461,3507,572928.383190993,6143743.45591461
344,112,591,9,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,112,593,5,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,112,4081,5,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,112,4083,10,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,112,4252,3,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,112,4253,3,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,111,4581,5,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,111,4588,5,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,111,4589,11,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,112,4787,3,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,112,4788,5,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,112,4789,9,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,112,7920,6,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,112,7921,5,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,112,8008,6,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,112,8009,2,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,111,8079,5,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,111,8394,5,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
344,111,8395,9,VERACIERTO/V DeMoros,7308,7194,580307.840972096,6141546.99352876
345,125,666,8,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,133,771,5,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,133,2095,4,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,133,3049,5,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,L38,3691,2,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,L38,3692,3,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,76,3735,7,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,76,3917,7,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,195,3918,8,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,133,3971,5,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,133,3988,4,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,133,3993,5,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,133,3999,5,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,76,4878,7,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,133,7450,5,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,76,7512,7,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,195,8087,8,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,195,8088,8,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,133,8655,6,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,133,8657,4,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,133,8658,5,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,L38,8765,2,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
345,L38,8766,2,PLAZA LAFONE,5859,3423,569649.247484937,6141373.95876777
346,PA,3147,3,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,158,3926,6,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,158,3928,6,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,3977,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,3981,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,156,3987,5,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,158,3991,5,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,158,3996,5,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,147,4031,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,4033,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,4045,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,4114,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,149,4272,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,149,4308,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,149,4342,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,151,4492,8,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,151,4494,8,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,157,4570,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,402,4585,2,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,4591,3,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,4599,3,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,4617,3,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,150,4620,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,155,4622,3,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,158,4628,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,4634,3,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,147,4644,3,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,4646,3,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,396,4702,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,M-B,7376,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,7716,5,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,7808,5,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,148,7830,5,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
346,402,8100,4,PALACIO LEGISLATIVO,2354,2241,574361.636141348,6138679.88286545
347,409,58,7,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,169,2401,10,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,409,3125,7,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,158,3925,6,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,158,3927,6,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,148,3976,8,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,148,3980,10,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,156,3986,5,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,158,3990,6,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,158,3995,6,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,169,4001,10,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,169,4003,8,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,147,4030,8,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,148,4032,5,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,148,4044,7,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,148,4046,9,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,409,4241,6,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,149,4271,6,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,149,4307,9,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,149,4341,8,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,151,4490,5,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,151,4493,6,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,157,4569,6,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,148,4590,7,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,148,4616,5,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,150,4619,8,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,155,4621,8,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,158,4627,6,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,148,4633,8,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,169,4635,10,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,169,4637,8,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,175,4639,10,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,147,4643,8,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,396,4701,7,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,148,7805,7,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,148,7829,5,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,169,8677,8,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
347,G,8802,7,PALACIO LEGISLATIVO,2354,3864,574183.994348665,6138614.45150979
348,195,2999,8,AV RIVERA/N Piaggio,6051,5460,579508.632140843,6137715.25082586
348,195,8087,1,AV RIVERA/N Piaggio,6051,5460,579508.632140843,6137715.25082586
350,186,3311,4,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,185,3794,4,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,185,3795,7,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,185,3796,4,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,185,4266,7,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,185,4267,4,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,186,4318,7,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,186,4319,4,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,191,4641,4,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,191,4642,6,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,140,4797,4,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,329,4942,6,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,329,4943,8,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,329,4945,7,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,329,4947,10,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,329,4949,8,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,329,4951,8,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,329,7367,8,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,329,7725,7,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,329,7814,6,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,140,7886,4,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,329,8274,8,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,329,8276,8,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,328,8549,6,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
350,329,8615,9,NAVARROQuintela,4707,5811,577685.412354883,6138359.61641318
351,109,461,12,P CARRASCO/S M??nica,1004,1683,585864.549181002,6141300.68701968
351,109,469,4,P CARRASCO/S M??nica,1004,1683,585864.549181002,6141300.68701968
351,109,2086,12,P CARRASCO/S M??nica,1004,1683,585864.549181002,6141300.68701968
351,109,2214,4,P CARRASCO/S M??nica,1004,1683,585864.549181002,6141300.68701968
351,109,4208,3,P CARRASCO/S M??nica,1004,1683,585864.549181002,6141300.68701968
351,109,4209,12,P CARRASCO/S M??nica,1004,1683,585864.549181002,6141300.68701968
351,109,4230,3,P CARRASCO/S M??nica,1004,1683,585864.549181002,6141300.68701968
351,109,4231,12,P CARRASCO/S M??nica,1004,1683,585864.549181002,6141300.68701968
351,109,4922,4,P CARRASCO/S M??nica,1004,1683,585864.549181002,6141300.68701968
351,109,4923,12,P CARRASCO/S M??nica,1004,1683,585864.549181002,6141300.68701968
358,L46,1807,5,HELVECIA y AZOTEA DE LIMA,3312,3945,577972.46138174,6145955.38009011
358,L36,1820,3,HELVECIA y AZOTEA DE LIMA,3312,3945,577972.46138174,6145955.38009011
360,133,770,10,CNO P BLANCAS/Ibarra,999,3869,561163.053775918,6142161.57458142
360,133,771,2,CNO P BLANCAS/Ibarra,999,3869,561163.053775918,6142161.57458142
360,133,3993,2,CNO P BLANCAS/Ibarra,999,3869,561163.053775918,6142161.57458142
360,133,3994,9,CNO P BLANCAS/Ibarra,999,3869,561163.053775918,6142161.57458142
360,133,8658,2,CNO P BLANCAS/Ibarra,999,3869,561163.053775918,6142161.57458142
361,191,4641,7,ESTACI?ÙN GOES,2754,417,574689.706020759,6139685.31078683
362,L30,3258,1,CARCEL PUNTA DE RIELES,8074,5728,583181.083565145,6144644.06612583
362,L30,3259,3,CARCEL PUNTA DE RIELES,8074,5728,583181.083565145,6144644.06612583
362,103,8205,1,CARCEL PUNTA DE RIELES,8074,5728,583181.083565145,6144644.06612583
362,103,8206,11,CARCEL PUNTA DE RIELES,8074,5728,583181.083565145,6144644.06612583
364,191,4642,3,ESTACI?ÙN GOES,2754,1017,574644.361957913,6139589.36125025
365,112,591,10,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
365,112,593,4,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
365,112,4081,4,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
365,112,4083,11,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
365,112,4252,2,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
365,112,4253,4,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
365,112,4787,2,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
365,112,4788,6,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
365,112,4789,10,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
365,112,7920,5,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
365,112,7921,6,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
365,112,8008,5,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
365,112,8009,3,C CARRASCO/Gallinal,1683,2895,581216.912037721,6140978.16238703
366,79,4755,2,CNO CORRALES y CALLAO,2169,1287,578243.712178834,6142526.63290261
366,79,4756,8,CNO CORRALES y CALLAO,2169,1287,578243.712178834,6142526.63290261
366,79,8120,2,CNO CORRALES y CALLAO,2169,1287,578243.712178834,6142526.63290261
366,79,8121,6,CNO CORRALES y CALLAO,2169,1287,578243.712178834,6142526.63290261
367,306,3791,4,L A HERRERA/J Bot?Ìnico,50,7130,572860.572647289,6142549.40609584
367,306,3792,12,L A HERRERA/J Bot?Ìnico,50,7130,572860.572647289,6142549.40609584
367,306,3797,13,L A HERRERA/J Bot?Ìnico,50,7130,572860.572647289,6142549.40609584
367,306,3799,12,L A HERRERA/J Bot?Ìnico,50,7130,572860.572647289,6142549.40609584
367,306,3800,4,L A HERRERA/J Bot?Ìnico,50,7130,572860.572647289,6142549.40609584
367,306,3801,12,L A HERRERA/J Bot?Ìnico,50,7130,572860.572647289,6142549.40609584
367,306,3802,4,L A HERRERA/J Bot?Ìnico,50,7130,572860.572647289,6142549.40609584
367,306,3803,14,L A HERRERA/J Bot?Ìnico,50,7130,572860.572647289,6142549.40609584
369,192,3726,2,PTA CARRETAS,597,2691,576586.11978139,6134897.27040311
369,192,8681,7,PTA CARRETAS,597,2691,576586.11978139,6134897.27040311
369,192,8682,2,PTA CARRETAS,597,2691,576586.11978139,6134897.27040311
370,407,49,7,CNO CARRASCO/Piran,7656,5512,580196,6140730
373,329,4942,7,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
373,329,4943,9,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
373,329,4945,8,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
373,329,4947,11,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
373,329,4949,9,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
373,329,4951,9,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
373,329,7367,9,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
373,329,7725,8,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
373,329,7814,7,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
373,329,8274,9,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
373,329,8276,9,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
373,328,8549,7,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
373,329,8615,10,ZOOLOGICO/V Dolores,6033,6051,578010.980991474,6137398.62415239
374,370,4383,8,HOSPITAL CL?ÏNICAS,3564,3804,577618.692716291,6138804.76318075
374,370,4852,8,HOSPITAL CL?ÏNICAS,3564,3804,577618.692716291,6138804.76318075
374,370,4876,8,HOSPITAL CL?ÏNICAS,3564,3804,577618.692716291,6138804.76318075
374,370,4915,8,HOSPITAL CL?ÏNICAS,3564,3804,577618.692716291,6138804.76318075
375,306,3791,10,ZUM FELDE/Pit?Ìgoras,6540,5532,582224.826734441,6140006.73175055
375,306,3792,6,ZUM FELDE/Pit?Ìgoras,6540,5532,582224.826734441,6140006.73175055
375,306,3797,7,ZUM FELDE/Pit?Ìgoras,6540,5532,582224.826734441,6140006.73175055
375,306,3799,6,ZUM FELDE/Pit?Ìgoras,6540,5532,582224.826734441,6140006.73175055
375,306,3800,10,ZUM FELDE/Pit?Ìgoras,6540,5532,582224.826734441,6140006.73175055
375,306,3801,7,ZUM FELDE/Pit?Ìgoras,6540,5532,582224.826734441,6140006.73175055
375,306,3802,10,ZUM FELDE/Pit?Ìgoras,6540,5532,582224.826734441,6140006.73175055
375,306,3803,7,ZUM FELDE/Pit?Ìgoras,6540,5532,582224.826734441,6140006.73175055
381,330,4480,2,MENDOZA/D Arena,4395,501,577117.228102781,6146716.34798843
381,330,4671,2,MENDOZA/D Arena,4395,501,577117.228102781,6146716.34798843
386,522,183,6,AV MILLAN/Lecocq,4461,3873,569356.488018284,6146354.34419303
386,522,184,2,AV MILLAN/Lecocq,4461,3873,569356.488018284,6146354.34419303
386,522,3722,5,AV MILLAN/Lecocq,4461,3873,569356.488018284,6146354.34419303
386,145,8501,9,AV MILLAN/Lecocq,4461,3873,569356.488018284,6146354.34419303
387,L19,2079,1,PLAYA LOS CILINDROS,0,2935,561135.111323643,6139222.30831871
387,L19,2080,3,PLAYA LOS CILINDROS,0,2935,561135.111323643,6139222.30831871
390,124,650,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,125,666,9,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,125,673,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,770,8,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,771,4,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,137,819,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,195,1434,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L15,2073,1,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L23,2082,1,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,2095,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L15,2611,1,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,124,2640,6,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,195,2999,1,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L15,3043,1,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,3048,8,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,3049,4,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,137,3266,7,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,163,3267,7,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L38,3692,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,76,3735,8,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,17,3783,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,17,3786,6,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L26,3788,1,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L26,3789,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L26,3790,4,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,306,3791,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,185,3794,10,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,185,3795,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,306,3797,16,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,306,3799,15,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,306,3800,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,306,3802,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,185,3804,6,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,17,3839,5,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,76,3917,8,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,195,3918,9,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,3970,7,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,3971,4,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,137,3978,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,3988,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,3989,7,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,137,3992,8,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,3993,4,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,3994,7,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,3997,7,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,3999,4,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,4000,7,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,137,4026,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,137,4027,8,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L7,4258,1,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,185,4266,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,163,4309,4,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,186,4318,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,186,4319,10,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,370,4383,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,370,4384,9,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,370,4411,9,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L26,4562,1,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,125,4651,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,370,4852,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,370,4853,9,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,370,4876,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,76,4877,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,76,4878,8,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L12,4894,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L12,4895,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,370,4915,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,124,4921,2,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L4,4991,1,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,L15,7449,1,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,7450,4,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,133,7451,8,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,76,7512,8,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,76,7513,3,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
390,195,8088,9,TERMINAL CERRO,1725,7008,568534.806956427,6140747.54654683
